REF,RESTRICTION,SITE_NAME,SUMMARY,AUTHORITY,DATE_FROM,DATE_TO,LEG_NAME,LEG_DATE,LEG_LINK,MORE_INFO,UPDATED
2184,1,"Bottom Towed Fishing Gear Byelaw 2023: Cape Bank ","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2185,1,"Bottom Towed Fishing Gear Byelaw 2023: East of Haig Fras","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2186,1,"Bottom Towed Fishing Gear Byelaw 2023: Farnes East","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2187,1,"Bottom Towed Fishing Gear Byelaw 2023: Foreland","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2188,1,"Bottom Towed Fishing Gear Byelaw 2023: Goodwin Sands","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2189,1,"Bottom Towed Fishing Gear Byelaw 2023: Haig Fras","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2190,1,"Bottom Towed Fishing Gear Byelaw 2023: Haisborough Hammond and Winterton","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2191,1,"Bottom Towed Fishing Gear Byelaw 2023: Hartland Point to Tintagel","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2192,1,"Bottom Towed Fishing Gear Byelaw 2023: North Norfolk Sandbank and Saturn Reef","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2193,1,"Bottom Towed Fishing Gear Byelaw 2023: Offshore Brighton","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-03-11
2194,1,"Bottom Towed Fishing Gear Byelaw 2023: South of Celtic Deep","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
2195,1,"Bottom Towed Fishing Gear Byelaw 2023: Wight-Barfleur Reef","Bottom towed fishing is prohibited.",MMO,,,"Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023",2024-03-22,https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-,2024-02-22
1008,1,"Bottom Towed Fishing Gear Byelaw: Brentons","Bottom towed fishing prohibited. This byelaw was amended by: Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023 byelaw.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,"https://www.gov.uk/government/publications/start-point-to-plymouth-sound-and-eddystone-european-marine-site-specified-areas-bottom-towed-gear-byelaw | https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf",https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2024-02-21
1006,1,"Bottom Towed Fishing Gear Byelaw: Cape Bank","Bottom towed fishing prohibited. This byelaw was amended by: Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023 byelaw.","Cornwall IFCA",,,"Bottom Towed Fishing Gear Byelaw",2014-01-20,"https://www.gov.uk/government/publications/lands-end-and-cape-bank-european-marine-site-specified-areas-bottom-towed-gear-byelaw | https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf",https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2024-02-21
1007,1,"Bottom Towed Fishing Gear Byelaw: Hatt Rock","Bottom towed fishing prohibited. This byelaw was amended by: Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023 byelaw.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,"https://www.gov.uk/government/publications/start-point-to-plymouth-sound-and-eddystone-european-marine-site-specified-areas-bottom-towed-gear-byelaw | https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf",https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2024-02-21
1003,1,"Bottom Towed Fishing Gear Byelaw: Inner Dowsing, Race Bank and North Ridge Area A","Bottom towed fishing prohibited.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,https://www.gov.uk/government/publications/inner-dowsing-race-bank-and-north-ridge-european-marine-site-specified-areas-bottom-towed-fishing-gear-byelaw,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2021-07-01
1004,1,"Bottom Towed Fishing Gear Byelaw: Inner Dowsing, Race Bank and North Ridge Area B","Bottom towed fishing prohibited.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,https://www.gov.uk/government/publications/inner-dowsing-race-bank-and-north-ridge-european-marine-site-specified-areas-bottom-towed-fishing-gear-byelaw,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2021-07-01
1005,1,"Bottom Towed Fishing Gear Byelaw: Inner Dowsing, Race Bank and North Ridge Area C","Bottom towed fishing prohibited.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,https://www.gov.uk/government/publications/inner-dowsing-race-bank-and-north-ridge-european-marine-site-specified-areas-bottom-towed-fishing-gear-byelaw,https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2021-07-01
1009,1,"Bottom Towed Fishing Gear Byelaw: Margate and Long Sands Area A","Bottom towed fishing prohibited. This byelaw was amended by: Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023 byelaw.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,"https://www.gov.uk/government/publications/the-margate-and-long-sands-european-marine-site-specified-areas-bottom-towed-fishing-gear-byelaw | https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf",https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2024-02-21
1010,1,"Bottom Towed Fishing Gear Byelaw: Margate and Long Sands Area B","Bottom towed fishing prohibited. This byelaw was amended by: Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023 byelaw.",MMO,"1st January","1st January","Bottom Towed Fishing Gear Byelaw",2014-01-20,"https://www.gov.uk/government/publications/the-margate-and-long-sands-european-marine-site-specified-areas-bottom-towed-fishing-gear-byelaw | https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf",https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2024-02-21
1011,1,"Bottom Towed Fishing Gear Byelaw: West of Walney","Bottom towed fishing prohibited. This byelaw was amended by: Marine Protected Areas Bottom Towed Fishing Gear Byelaw 2023 byelaw.",MMO,,,"Bottom Towed Fishing Gear Byelaw",2014-01-20,"https://www.gov.uk/government/publications/west-of-walney-marine-conservation-zone-specified-area-bottom-towed-fishing-byelaw | https://assets.publishing.service.gov.uk/media/65bb6a79c4734a000dd6cb78/Marine_Protected_Areas_Bottom_Towed_Fishing_Gear_Byelaw_20231.pdf",https://www.gov.uk/guidance/marine-conservation-byelaws#current-mmo-byelaws,2024-02-21
1199,1,"Bragar to Dell Protected Area","Fishing for any species of sea fish with a creel or parlour creel is prohibited.","Scottish Government (Marine Scotland)","1st November","31st March","SSI 2017 No. 48 (Art 5)",2017-04-01,http://www.legislation.gov.uk/ssi/2017/48/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1167,1,"Broad Bay","Fishing for sea fish with mobile or active gear prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2004 No. 276 (Art 3)",2004-07-05,http://www.legislation.gov.uk/ssi/2004/276/schedule/1/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
2128,1,"BUTEC Inner Sea Area","A person commits an offence if that person enters a protected land area, the inner sea area or the protected sea area.","Scottish Government (Marine Scotland)",,,"SI 2016 No. 654",2016-06-12,http://www.legislation.gov.uk/uksi/2016/654/made,https://marine.gov.scot/information/fishing-managed-areas,2021-11-02
1193,1,"BUTEC Outer Sea Area","A person commits an offence if that person while within the outer sea areas fishes, otherwise than by line, creel or diving.","Scottish Government (Marine Scotland)",,,"SI 2016 No. 654 (Art 4)",2016-06-12,http://www.legislation.gov.uk/uksi/2016/654/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
2129,1,"BUTEC Protected Sea Area","A person commits an offence if that person enters a protected land area, the inner sea area or the protected sea area.","Scottish Government (Marine Scotland)",,,"SI 2016 No. 654",2016-06-12,http://www.legislation.gov.uk/uksi/2016/654/made,https://marine.gov.scot/information/fishing-managed-areas,2021-11-02
2106,1,"Byelaw 12: Inshore Trawling Restriction","Fishing vessels bigger than 15.24 meters in length are prohibited from fishing using towed nets within 3 nautical miles of the coast. Spatial description: Wihtin 3 nautical miles for the 1983 baselines ","Eastern IFCA",,,"Byelaw 12: Inshore Trawling Restriction",1970-01-01,https://www.eastern-ifca.gov.uk/byelaw-12-inshore-trawling-restriction/,https://www.eastern-ifca.gov.uk/byelaws/,2021-10-06
2107,1,"Byelaw 12: Inshore Trawling Restriction","All vessels (regardless of length) are prohibited from fishing with towed nets between Blakeny Church and Mundesley Church on the North Norfolk coast. Spatial description: Specified area ","Eastern IFCA",,,"Byelaw 12: Inshore Trawling Restriction",1970-01-01,https://www.eastern-ifca.gov.uk/byelaw-12-inshore-trawling-restriction/,https://www.eastern-ifca.gov.uk/byelaws/,2021-10-06
2108,1,"Byelaw 13: Authorisation of Placing Fixed Engines","It is prohibited to use any fixed fishing gear in areas up-river of the Eastern Sea Fisheries Joint Committee district but within the Eastern IFCA district. Spatial description: Between Eastern Sea Fisheries Joint Committee's District and the Eastern IFCA District","Eastern IFCA",,,"Byelaw 13: Authorisation of Placing Fixed Engines",1970-01-01,https://www.eastern-ifca.gov.uk/byelaw-13-fixed-engines-authorisation/,https://www.eastern-ifca.gov.uk/byelaws/,2021-10-06
2109,1,"Byelaw 15: Towed Gear Restriction for Bivalve Molluscs","Fishing vessels greater than 14 meters in length are prohibited form fishing for molluscs using any type of towed gear. Spatial description: Specified area ","Eastern IFCA",,,"Byelaw 15: Towed Gear Restriction for Bivalve Molluscs",1970-01-01,https://www.eastern-ifca.gov.uk/byelaw-15-towed-gear-restriction/,https://www.eastern-ifca.gov.uk/byelaws/,2021-10-06
2110,1,"Byelaw 15: Towed Gear Restriction for Bivalve Molluscs","All vessels (regardless of length) are prohibited from using towed gear between Mundesley Church and Blakeney Church on the North Norfolk Coast out to 3 nautical miles. Spatial description: Within 3 nautical miles from the 1983 baselines ","Eastern IFCA",,,"Byelaw 15: Towed Gear Restriction for Bivalve Molluscs",1970-01-01,https://www.eastern-ifca.gov.uk/byelaw-15-towed-gear-restriction/,https://www.eastern-ifca.gov.uk/byelaws/,2021-10-06
2105,1,"Byelaw 3: Molluscan Shellfish Methods of Fishing","No person shall fish for oysters, mussels, cockles, clams, scallops or queens except by hand or with a hand rake unless under the authority of a certificate of approval issued by the Committee signed by their Clerk for the instrument or fishing gear. Spatial description: Whole District (except The Wash) ","Eastern IFCA",,,"Byelaw 3: Molluscan Shellfish Methods of Fishing",1970-01-01,https://www.eastern-ifca.gov.uk/byelaw-3-molluscan-shellfish-methods/,https://www.eastern-ifca.gov.uk/byelaws/,2021-10-06
2080,1,"Byelaw 5 - Heysham bass nursery area prohibition of fishing","No person shall fish for any sea fish nor shall have in their possession any article that could be used for fishing for sea fish in the Heysham Bass Nursery Area or within 10 metres of the shore boundary of the Heysham Bass Nursery Area unless with the written permission of the Authority.","North Western IFCA",,,"Byelaw 5: Heysham bass nursery area prohibition of fishing",2013-06-07,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-5.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
2077,1,"Byelaw 6 - Morecambe Bay EMS Heysham Flat Sabellaria Reef","No person shall use any bottom towed fishing gear in the specified areas except with the written authorisation of and using gear approved by the Authority in accordance with paragraph 5. 4. ","North Western IFCA",,,"Byelaw 6: Protection of European Marine Site Features",2014-05-15,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-6.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
2075,1,"Byelaw 6 - Morecambe Bay EMS seagrass beds","No person shall collect bait or work fisheries by hand in the Morecambe Bay EMS seagrass beds closed areas except with the written authorisation of and using methods approved by the Authority in accordance with paragraph 5.","North Western IFCA",,,"Byelaw 6: Protection of European Marine Site Features",2014-05-15,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-6.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
2076,1,"Byelaw 6 - Morecambe Bay EMS Walney Channel Boulder and cobble reef","No person shall use any bottom towed fishing gear in the specified areas except with the written authorisation of and using gear approved by the Authority in accordance with paragraph 5. 4. ","North Western IFCA",,,"Byelaw 6: Protection of European Marine Site Features",2014-05-15,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-6.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
2074,1,"Byelaw 6 - Solway Firth EMS Sabellaria reef","No person shall use any bottom towed fishing gear in the specified areas except with the written authorisation of and using gear approved by the Authority in accordance with paragraph 5. 4. ","North Western IFCA",,,"Byelaw 6: Protection of European Marine Site Features",2014-05-15,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-6.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
2078,1,"Byelaw 6 - The Dee Estuary EMS Hilbre Island Sabellaria Reef","No person shall use any bottom towed fishing gear in the specified areas except with the written authorisation of and using gear approved by the Authority in accordance with paragraph 5. 4. ","North Western IFCA",,,"Byelaw 6: Protection of European Marine Site Features",2014-05-15,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-6.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
2079,1,"Byelaw 6 - The Shell Flat & Lune Deep SAC reef","No person shall use any bottom towed fishing gear in the specified areas except with the written authorisation of and using gear approved by the Authority in accordance with paragraph 5. 4. ","North Western IFCA",,,"Byelaw 6: Protection of European Marine Site Features",2014-05-15,https://www.nw-ifca.gov.uk/app/uploads/NWIFCA-Byelaw-6.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
